sku;name;tags;images;description;categories;originalCategory;weight;length;width;height;brand;type;published;Visibility in catalog;is_featured
B14AS4G32619;BIWINTECH 4GB DDR4 2666 SODIMM;;https://www.micropointsa.co.za/assets/images/products/midrand/original/b14as4g32619.jpg;"<p><strong>BIWINTECH 4GB DDR4 2666 SODIMM: B14AS4G32619</strong></p><p><strong>Biwintech SODIMM DDR4</strong></p><p><strong>Product Specifications&nbsp;</strong></p><p><strong>RAM Type:</strong> DDR4</p><p><strong>DIMM Type</strong>: SODIMM</p><p><strong>Da</strong><strong>ta Rate: 2666 MHz</strong></p><p><strong>Timing</strong>: CL17</p><p><strong>Capacity:</strong> 4GB</p><p><strong>Rank:</strong> 1R x 8 / 2R x 8</p><p><strong>Pin:</strong> 260 Pin</p><p><strong>Voltage:</strong> 1.2 V</p><p><strong>Operating Temperature</strong>: 0 to 85 C</p><p><strong>Storage Temperature:</strong> -55 to 100 C</p><p><strong>Dimensions:</strong> 69.6 x 30.0 x 3.5 mm</p><p><strong>Weight:</strong> 10.5g</p><p><strong>Certifications:</strong> CE, FCC, RoHS</p><p><strong>""OEM"" And 1 Year Warranty</strong></p><p><strong>&nbsp;</strong></p><p><br></p>";Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;BIWINTECH;simple;1;visible;0
BELJ-64GB SD-A;BELJ 64GB SD CARD ,CLASS 10 WITH ADAPTOR;;https://www.micropointsa.co.za/assets/images/products/midrand/original/belj-64gb_sd-a.jpg;"<p><strong>BELJ 64GB SD CARD ,CLASS 10 WITH ADAPTOR - BELJ-64GB SD-A</strong></p><p>For storing more Music, Photos, Videos, Apps and more</p><p><strong>Capacity: 64GB</strong></p><p><strong>R/W Performance</strong>: 80MB/s (R) 10MB</p><p><strong>Interface:</strong> UHS-I (U1)</p><p><strong>Dimension:&nbsp;</strong>15 x 11 x 1mm</p><p><br></p>";Computers Laptops & Electronics > Storage Media > Micro SD;MEMORY > MICRO SD;;;;;BELJ;simple;1;visible;0
BELJ-8GB SD-A;BELJ 8GB CLASS 10 SD CARD WITH ADAPTOR;;https://www.micropointsa.co.za/assets/images/products/midrand/original/belj-8gb_sd-a.jpg;"<p><strong>BELJ 8GB CLASS 10 SD CARD WITH ADAPTOR&nbsp;</strong><strong>- BELJ-8GB SD-A</strong></p><p>For storing more Music, Photos, Videos, Apps and more</p><p><strong>Capacity: 8GB</strong></p><p><strong>R/W Performance</strong>: 80MB/s (R) 10MB</p><p><strong>Interface:</strong> UHS-I (U1)</p><p><strong>Dimension:&nbsp;</strong>15 x 11 x 1mm</p><p><br></p>";Computers Laptops & Electronics > Storage Media > Micro SD;MEMORY > MICRO SD;;;;;BELJ;simple;1;visible;0
BL.9BWWR.361;PREDATOR VESTA2 32GB PC5 6800 SILVER;;https://www.micropointsa.co.za/assets/images/products/midrand/original/bl-9bwwr-361.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/bl-9bwwr-361-5.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/bl-9bwwr-361-2.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/bl-9bwwr-361-3.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/bl-9bwwr-361-6.jpg,https://www.micropointsa.co.za/assets/images/products/midrand/original/bl-9bwwr-361-4.jpg;"<p><strong>PREDATOR VESTA2 32GB PC5 6800 SILVER - BL.9BWWR.361</strong></p><p><strong>Acer Predator Vesta II RGB DDR5 Memory</strong></p><p><strong>Up to 7200 MHz, Supports XMP 3.0, On-Die ECC</strong></p><p>High-Quality ICs</p><p>Speeds up to 7200 MHz</p><p>Supports XMP 3.0 &amp; AMD EXPO</p><p><strong>PUSH THE BOUNDARIES WITH VESTA II DDR5 MEMORY</strong></p><p>Take your Gaming and Computer experience to new heights with the latest Generation of DDR: Predator Vesta II DDR5 lets you run at MAX 7200 MHz</p><p>It's blazing fast but also a top-notch performer with sleek design</p><p>Ultra-low timings, Customizable RGB lighting and stylish metallic Heat Sink</p><p>Built with Quality Components, Vesta II DDR5 features on-die Error Correction</p><p><strong>HIGH SPEED 7200 MHZ BRINGS YOU TO NEW HEIGHTS</strong></p><p>Whether it's Gaming, Metaverse, or Computer-intensive content creation, today you need as much Speed as you can get</p><p>Predator Vesta II brings DDR5 Performance to any tough game or task</p><p><strong>HAND-SORTED ICS ENSURE ULTRA-LOW TIMINGS</strong></p><p>Vesta II is built with Quality Components to ensure top-notch Performance</p><p>For example, Vesta II DDR5-7200 with a low latency of CL34 really hits the sweet spot for High Speed and tight timings</p><p>With Quality in mind, Predator provides you the Vesta II only after undergoing rigorous tests to take whatever punishment you throw at it</p><p><strong>PLAYS WELL WITH TOP TIER MOTHERBOARDS &amp; CPUS</strong></p><p>With hand-Screened ICs, Vesta II brings faster-than-ever speed to your top Motherboards and CPUs</p><p>From the default 4800 MHz, you can take off at 7200 MHz with XMP open</p><p>Unleash new potential with overclocking on Vesta II REFRESH YOUR RGB STYLE</p><p>The upgraded Vesta II Memory Module features brighter lighting and more pure lighting effects</p><p>Featuring customizable RGB lighting through Supported Mainstream Motherboard Software</p><p>You can select from a dozen of stunning lighting effects to create your own style with nearly-limitless customization</p><p><strong>DDR5 MORE THAN DOUBLES DATA PROCESSING BANDWIDTH</strong></p><p>The New Generation of DDR is more of a big jump than a step forward</p><p>Boosted by doubling the banks and the burst length</p><p>And Featuring two independent 32-Bit Subchannels</p><p>Vesta II's outstanding handling of Bandwidth and Data enables faster-than-ever-before rendering, Processing, and Buffering</p><p><strong>STYLISH HEAT SPREADER WITH SENSOR FOR REAL-TIME MONITORING</strong></p><p>Vesta II's stylish Metallic Heat Sink comes with visually-pleasing tilted grooves on its Surface to enhance convection and effectively dissipate heat</p><p>With its built-in Temperature Sensor, Users can conduct real-time Monitoring</p><p><strong>On-Die ERROR-CORRECTION TO STOP DATA CORRUPTION</strong></p><p>Predator Vesta II Features an on-die ECC (Error Correcting Code) to Automatically detect and correct Memory Errors and fight Data corruption</p><p>While you push the limits, on-die ECC helps maintain Data integrity to sustain the ultimate Performance for Overclocking</p><p><strong>PROGRAMMABLE PMIC IMPROVES SYSTEM STABILITY</strong></p><p>Vesta II DDR5 comes with Programmable Power Management IC (PMIC) to save new User-Customizable Profiles</p><p>To achieve more efficient Power Load Management, and to improve the stability of Operations</p><p><strong>XMP 3.0, THE LATEST FOR ONE-CLICK OVERCLOCKING</strong></p><p>Programmed with the latest Intel XMP 3.0, the only thing between you and extreme Performance is a click</p><p>Just one-click and go. XMP 3.0 enables three factory pre-set Profiles that provides Users with more options for Overclocking</p><p>And two Customizable User-defined Profiles can be saved in the Memory Module via BIOS on Supported Motherboards</p><p>Your fine-tuned-Memory settings can go wherever the Modules go</p><p><strong>SPECIFICATIONS</strong></p><p><strong>Model Name: Predator Vesta II RGB Memory</strong></p><p><strong>Color Options: Silver</strong></p><p><strong>DIMM Type:&nbsp;</strong>DDR5 RGB UDIMM</p><p><strong>Capacity:&nbsp;</strong>32 GB: 16 GB x 2</p><p><strong>Frequency:</strong> 6800 MHz/ 7200 MHz<strong>&nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p><strong>Timing:&nbsp;</strong> CL32 / CL34 / CL34<strong>&nbsp; &nbsp; &nbsp; &nbsp;</strong></p><p><strong>Working Voltage:&nbsp;</strong>1.25 V to 1.45 V</p><p><strong>Working Temperature:&nbsp;</strong>0 deg C to 85 deg C</p><p><strong>Storage Temperature:&nbsp;</strong>-55 deg C to 100 deg C</p><p><strong>Certifications:&nbsp;</strong>CE, FCC, RoHS, VCCI, RCM, BSMI</p><p><strong>Warranty: Limited Lifetime-(1st Year FRR Warranty (Fetch, Repair, Return)</strong></p><p><strong>&nbsp;<strong>""Terms And Condition Apply""</strong></strong></p><p><strong>&nbsp;</strong></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Gaming > Desktop Memory,Computers Laptops & Electronics > Desktop Components > Memory > Gaming Memory;MEMORY > GAMING;;;;;ACER-PREDATOR;simple;1;visible;0
ESD-M365-BUS   STD;ESD MICROSOFT 365 BUSINESS STD 1YR;;https://www.micropointsa.co.za/assets/images/products/midrand/original/esd-m365-bus___std.jpg;"<h2>Description</h2><p><span style=""font-size: 14px;""> Get desktop versions of Office apps: Outlook, Word, Excel, PowerPoint, OneNote (plus Access and Publisher for PC only).<br> Host email with a 50 GB mailbox and custom email domain.<br> Create a hub for teamwork with Microsoft Teams.<br> Store and share files with 1 TB of OneDrive cloud storage per user.<br> Use one license to cover fully installed, Office apps on five mobile devices, five tablets, and five PCs or Macs per user.<br> Get help anytime with around-the-clock phone and web support from Microsoft.</span></p><p><span style=""font-size: 14px;"">Compatible with Windows 10, Windows 8.1, Windows 7 Service Pack 1, and the two most recent versions of macOS. All languages included.</span></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Software;MICROSOFT > ESD COPY;;;;;MICROSOFT;simple;1;visible;0
FQC-10528;WIN 11 PRO 64BIT ENG 1PK DSP DVD;;https://www.micropointsa.co.za/assets/images/products/midrand/original/fqc-10528.jpg;"<p><strong>MICROSOFT WIN 11 PRO 64BIT ENG 1PK DSP DVD - FQC-10528</strong></p><p><strong>Introducing New Windows 11</strong></p><p>A whole new way to Experience your PC</p><p>It doesnt just bring you closer to the Tools you need, it brings you closer to everything you love</p><p>With new and improved Features that help you stay Organized in a snap</p><p>Keep up with the News, Weather, and Events you care about</p><p>Instantly Connect with anyone, anywhere</p><p>Or access the latest Apps and Games right on your PC</p><p><strong>License Quantity: 1 License(s)</strong></p><p><strong>Minimum Storage Drive Space: 64 GB</strong></p><p><strong>Minimum RAM:&nbsp;</strong>4096 GB</p><p><strong>Minimum Processor Speed</strong>: 1000 GHz</p><p><strong>Language Version</strong>: English</p><p><strong>Media Type: DVD</strong></p><p><strong>***Strictly No Returns ***</strong></p><p><strong>&nbsp;</strong></p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Software;MICROSOFT > SOFTWARE;;;;;MICROSOFT;simple;1;visible;0
GK3;MINI PC CEL N97, 8GB, 256GB, WIN11P;;https://www.micropointsa.co.za/assets/images/products/midrand/original/gk3.jpg;"<p><strong>MINI PC CEL N97,8GB,256GB, WIN11P - GK3</strong></p><p><strong>GK3 - With A Vesa Bracket</strong></p><p><strong>Decibell Mini PC</strong></p><p><strong>Proce</strong><strong>ssor: CPU 12th Alder Lake N97(Turbo Boost Up to 3.60GHz,4C/4T,6MB Cache)</strong></p><p><strong>Graphic</strong>s GPU: Intel UHD Graphics 1.20 GHz</p><p><strong>RAM:</strong><strong>&nbsp;8GB DDR4 RAM (Can be Upgraded to 16GB)</strong></p><p><strong>Storage:</strong><strong>&nbsp;256GB M.2 SSD (Can be Upgraded)</strong></p><p><strong>4K Support: 4K</strong></p><p><strong>Cooling Method:</strong> New cooling Fan, close to the ear to hear faint sounds</p><p><strong>WIFI:</strong> WiFi,802.11 a/b/g/n/ac</p><p><strong>Bluetooth:</strong> Bluetooth</p><p><strong>Dimension:</strong> 3.9 in x 3.9 in x 1.4 in</p><p><strong>Weight:&nbsp;</strong>0.59LB</p><p><strong>Output interface</strong></p><p><strong>2 x USB 3.0</strong></p><p><strong>2 x USB 2.0</strong></p><p><strong>2 x HDMI</strong></p><p><strong>1 x RJ45</strong></p><p><strong>1 x MIC-IN</strong></p><p><strong>1 x DC Port</strong></p><p><strong>1 x AUDIO-OUT</strong></p><p><strong>Built-In Fan</strong></p><p><strong>Package Included</strong></p><p>1 x N97 Mini PC</p><p>1 x Power Adapter</p><p>1 x VESA Mount</p><p>1 x HDMI Cable</p><p>1 x User Manual</p><p><strong>OS: Windows 11 Pro</strong></p><p><br></p><p><br></p><p><br></p><p><br></p><p><br></p>";Computers Laptops & Electronics > Mini Pcs > Complete Systems;MINI PC > INTEL CELERON;;;;;DECIBELL;simple;1;visible;0
HMA851S6DJR6N-XN;4GB DDR4 3200 SODIMM;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hma851s6djr6n-xn.jpg;"<p><strong>4GB DDR4 3200 SODIMM - HMA851S6DJR6N-XN</strong></p><p><strong>Hynix HMA851S6DJR6N-XN&nbsp;</strong></p><p><strong>Memory Size</strong>: 4 GB</p><p><strong>RAM Memory Technology</strong>: DDR4</p><p>4GB PC4-3200AA-U C0-11 1Rx16 3200MHz</p><p><strong>PC4-25600 260pin Laptop / Notebook SODIMM</strong></p><p>CL22 1.2V</p><p>Non-ECC DDR4 Memory</p><p><strong>""OEM"" And 1 Year Warranty</strong></p><p><strong>&nbsp;</strong></p>";Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;HYNIX;simple;1;visible;0
HMT112S6AFR6C-G;NOTEBOOK 1GB DDR3 MEM HYNIX;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hmt112s6afr6c-g.png;;Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;HYNIX;simple;1;visible;0
HMT112S6BFR6C-H;NOTEBOOK 1GB DDR3 MEM HYNIX;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hmt112s6bfr6c-h.jpg;;Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;HYNIX;simple;1;visible;0
HYNP112U64CP8-S;DESKTOP 1GB DDR2 800MHZ MEM HYNIX;;https://www.micropointsa.co.za/assets/images/products/midrand/original/hynp112u64cp8-s.jpg;;Computers Laptops & Electronics > Desktop Components > Memory > Desktop Memory;MEMORY > DESKTOP MEMORY;;;;;HYNIX;simple;1;visible;0
JR4UL2400172308-4M;4GB DDR4 2400 DESKTOP RAM;;https://www.micropointsa.co.za/assets/images/products/midrand/original/jr4ul2400172308-4m.jpg;<p><strong>4GB DDR4 2400 DESKTOP RAM - JR4UL2400172308-4M</strong></p><p><strong>Brand Name: Eleven</strong></p><p>Lares DDR4 UDIMM 2400MHz 4GB</p><p><strong>Long-DIMM</strong>: 288 pin</p><p><strong>Latency:</strong> CL15-15-15-36</p>;Computers Laptops & Electronics > Desktop Components > Memory > Desktop Memory;MEMORY > DESKTOP MEMORY;;;;;LEVEN;simple;1;visible;0
KM-LD5-5200+16GD;16GB (8GBX2) KIT 5200 DDR5 DESKTOP;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km-ld5-5200+16gd.jpg;"<p><strong>16GB (8GBX2) KIT 5200 DDR5 DESKTOP - KM-LD5-5200+16GD</strong></p><p><strong>Kingmax</strong></p><p><strong>Memory Type: DDR5 U-DIMM&nbsp;</strong></p><p><strong>Frequency: 5200MHz</strong></p><p><strong>Pin:&nbsp;</strong>288-Pin<strong>&nbsp;</strong></p><p><strong>Bandwidth:&nbsp;</strong>41.6GB/s<strong>&nbsp;</strong></p><p><strong>CAS Latency: 42&nbsp;</strong></p><p><strong>Voltage (VDD):&nbsp;</strong>1.1V<strong>&nbsp;</strong></p><p><strong>Capacity :&nbsp;</strong><strong>8GB x 2</strong></p><p><strong>Interal Banks: 32&nbsp;</strong></p><p><strong>Operating Temperature:&nbsp;</strong>0-70  deg C<strong>&nbsp;</strong></p><p><strong>Warranty: 5 Years</strong></p>";Computers Laptops & Electronics > Desktop Components > Memory > Desktop Memory;MEMORY > DESKTOP MEMORY;;;;;KINGMAX;simple;1;visible;0
KM-SD4-3200-16GS;16GB DDR4 3200 SODIMM;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km-sd4-3200-16gs.png;"<p><strong>16GB DDR4 3200 SODIMM - KM-SD4-3200-16GS</strong></p><p><strong>Kingmax</strong></p><p><strong>DDR4 Laptop Memory Module</strong></p><p><strong>Frequency (Speed): 3200MHz</strong></p><p><strong>Pin: 260-Pin &nbsp; &nbsp; &nbsp; &nbsp;</strong></p><p><strong>Bandwidth:</strong>17.0GB/sec</p><p><strong>CAS Latency: CL=16 &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p><strong>Voltage (VDD):&nbsp;</strong>1.2V<strong>&nbsp; &nbsp; &nbsp; &nbsp;</strong></p><p><strong>Capacity : 16GB&nbsp;</strong></p><p><strong>Internal Banks:</strong> 16<strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p><strong>Operating Temperature:&nbsp;</strong>0 - 70 deg C<strong>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</strong></p><p><strong>Warranty</strong>: 5 Years</p>";Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;KINGMAX;simple;1;visible;0
KM-SD5-4800-16GS;16GB DDR5 4800 NOTEBOOK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km-sd5-4800-16gs.jpg;"<p><strong>16GB DDR5 4800 NOTEBOOK - KM-SD5-4800-16GS</strong></p><p><strong>Kingmax</strong></p><p><strong>Memory Type: DDR5 SO-DIMM&nbsp;</strong></p><p><strong>Frequency: 4800MHz&nbsp;</strong></p><p><strong>Pin:&nbsp;</strong>262-Pin<strong>&nbsp;</strong></p><p><strong>Bandwidth:&nbsp;</strong>38.4GB/s<strong>&nbsp;</strong></p><p><strong>CAS Latency: 40&nbsp;</strong></p><p><strong>Voltage (VDD):&nbsp;</strong>1.1V<strong>&nbsp;</strong></p><p><strong>Capacity : 16GB&nbsp;</strong></p><p><strong>Interal Banks: 32&nbsp;</strong></p><p><strong>Operating Temperature: </strong>0-70  deg C<strong>&nbsp;</strong></p><p><strong>Warranty: 5 Years</strong></p><p><br></p>";Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;KINGMAX;simple;1;visible;0
KM-SD5-4800-32GS;32GB DDR5 SODIMM 4800;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km-sd5-4800-32gs.jpg;"<p><strong>32GB DDR5 SODIMM 4800 - KM-SD5-4800-32GS</strong></p><p><strong>Kingmax</strong></p><p><strong>Memory Type: DDR5 SO-DIMM</strong></p><p><strong>Frequency: 4800MHz</strong></p><p><strong>Pin:</strong> 262-Pin</p><p><strong>Bandwidth:</strong> 38.4GB/s</p><p><strong>CAS Latency</strong>: 40</p><p><strong>Voltage (VDD):&nbsp;</strong>1.1V</p><p><strong>Capacity: 32GB</strong></p><p><strong>Interal Banks: 32</strong></p><p><strong>Operating Temperature</strong>: 0-70  deg C</p><p><strong>Warranty: 5 Years</strong></p>";Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;KINGMAX;simple;1;visible;0
KM-SD5-4800-8GS;8GB DDR5 4800 SODIMM;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km-sd5-4800-8gs.jpg;"<p><strong>8GB DDR5 4800 SODIMM - KM-SD5-4800-8GS</strong></p><p><strong>Kingmax</strong></p><p><strong>Memory Type: DDR5 SO-DIMM</strong></p><p><strong>Frequency: 4800MHz</strong></p><p><strong>Pin:</strong> 262-Pin</p><p><strong>Bandwidth:</strong> 38.4GB/s</p><p><strong>CAS Latency</strong>: 40</p><p><strong>Voltage (VDD):&nbsp;</strong>1.1V</p><p><strong>Capacity: 8GB</strong></p><p><strong>Interal Banks: 32</strong></p><p><strong>Operating Temperature</strong>: 0-70  deg C</p><p><strong>Warranty: 5 Years</strong></p><p><br></p>";Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;KINGMAX;simple;1;visible;0
KM128GPA07B;KINGMAX 128GB USB 2.0 BLACK;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km128gpa07b.jpg;<p><strong>KINGMAX 128GB USB 2.0 BLACK - KM128GPA07B</strong></p><p><strong>Description</strong></p><p>Kingmax has a steady appearance revealing the prestige and uncompromising demand of KINGMAX</p><p>The case made of Premium Aluminum Alloy with High-Tech finishing displays durability as hard as diamond</p><p>It presents a refreshing feeling to display the convergent and simplistic beauty of technology meeting the public demands</p><p><strong>Capacity: 128GB</strong></p><p><strong>Interface: USB2.0</strong></p><p><strong>Cap Buckle Design, no more worries about Cap loss</strong></p><p><strong>Strap Hole</strong></p><p><strong>Colour:</strong> Black</p><p><strong>Dimension:</strong> 55.2 x 17.6 x 8.7 mm</p><p><strong>Weight:</strong> 8g</p><p><strong>Operating Temperature:</strong> 0 deg  C - 70 deg  C</p><p><strong>Supported OS:</strong> Windows 10/8.1/8/7/Vista/XP | Mac OS 10.3.x or later | Linux 2.6.x or later</p><p><strong>System Requirements</strong>: Windows 10/8.1/8/7/Vista/XP | Mac OS 10.3.x or later | Linux 2.6.x or later</p><p><br></p>;Computers Laptops & Electronics > Storage Media > Flash Drives;MEMORY > FLASH DRIVES;;;;;KINGMAX;simple;1;visible;0
KM16GMCSDUHSP1A-1;KINGMAX 16GB CL10 MICRO SD;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km16gmcsduhsp1a-1.jpg;"<p><strong>KINGMAX 16GB CL10 MICRO SD - KM16GMCSDUHSP1A-1&nbsp;</strong></p><p><strong>Model Name:</strong> PRO MicroSDXC UHS-I U1 Card</p><p><strong>Standard:</strong> SD3.0</p><p><strong>Speed Class:</strong> UHS-I (U1)</p><p>RW performance (up to): 80MB/s(R) 10MB/s(W)</p><p><strong>Dimension:</strong> 15 x11x 1 (mm)</p><p><strong>Support Full HD:</strong> Yes</p><p><strong>Support exFAT</strong>: Yes</p><p><br></p>";Computers Laptops & Electronics > Storage Media > Micro SD;MEMORY > MICRO SD;;;;;KINGMAX;simple;1;visible;0
KM64GMCSDUHSP1A-1;KINGMAX 64GB MICRO SD CLASS 10;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km64gmcsduhsp1a-1.jpg;"<p><strong>KINGMAX 64GB MICRO SD CLASS 10 - KM64GMCSDUHSP1A-1</strong></p><p><strong>Model Number:KM64GMCSDUHSP1A-1</strong></p><p><strong>Brand: Kingmax</strong></p><p><strong>MICROSD PRO 64GB CLASS 10+ ADAPT</strong></p><p><strong>Capacity: 64GB</strong></p><p><strong>Features</strong></p><p><strong>Transfer Speed:</strong> Read up to 80MB/s</p><p><strong>Class: 10</strong></p><p><strong>Dimensions:&nbsp;</strong>120 x 90 x 10mm (L x W x T)</p><p>Ultra HD 4K, Full HD Video</p><p><strong>Support: UHS-1</strong></p><p><strong>Warranty: 1 Year Limited&nbsp;</strong></p><p><br></p>";Computers Laptops & Electronics > Storage Media > Micro SD;MEMORY > MICRO SD;;;;;KINGMAX;simple;1;visible;0
KM64GMCSDUHSPM1A;KINGMAX PROMAX SDXC 64GB;;https://www.micropointsa.co.za/assets/images/products/midrand/original/km64gmcsduhspm1a.jpg;<p><strong>KINGMAX PROMAX SDXC 64GB - KM64GMCSDUHSPM1A</strong></p><p>KINGMAX PRO MAX 64GB MicroSDXC Card UHS-I U3</p><p>V30 A1 SD Adapter Included Micro SD</p><p>Ideal for 4K Video Recording</p><p>And App Storage on Smartphones and Tablets Compatible with High-Speed Transfer UHS-I U3 V30 A1</p><p><strong>Standard:</strong> MicroSDXC Card (with SD conversion Adapter)</p><p><strong>Capacity:</strong> 64GB</p><p><strong>Speed Class</strong>: Class 10</p><p><strong>Maximum Read Speed</strong>: 90MB/s</p><p><strong>Maximum Write Speed:</strong> 30MB/s</p><p><strong>Usage:</strong> 4K Shooting, full HD Shooting, Smartphones, etc</p><p><strong>Warranty</strong>: 5 Years Warranty</p>;Computers Laptops & Electronics > Storage Media > Micro SD;MEMORY > MICRO SD;;;;;KINGMAX;simple;1;visible;0
KNV1GBDDR3;KINGSTON 1GB DDR PC3 - 10600S;;https://www.micropointsa.co.za/assets/images/products/midrand/original/knv1gbddr3.jpg;;Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;KINGSTON;simple;1;visible;0
KVR1333D3S9/1G;NOTEBOOK 1GB DDR3 1333MHZ MEM KINGSTON;;https://www.micropointsa.co.za/assets/images/products/midrand/original/kvr1333d3s9-1g.jpg;;Computers Laptops & Electronics > Notebook Components > Memory;MEMORY > NOTEBOOK MEMORY;;;;;KINGSTON;simple;1;visible;0
KVR800D2N5/1GB;DESKTOP 1GB DDR2 800MHZ MEM KINGSTON;;https://www.micropointsa.co.za/assets/images/products/midrand/original/kvr800d2n5-1gb.jpg;;Computers Laptops & Electronics > Desktop Components > Memory > Desktop Memory;MEMORY > DESKTOP MEMORY;;;;;KINGSTON;simple;1;visible;0
KW9-00632;WIN 11 HOME 64BIT ENG 1PK DSP DVD;;https://www.micropointsa.co.za/assets/images/products/midrand/original/kw9-00632.jpg;<p><strong>MICROSOFT WIN 11 HOME 64BIT ENG 1PK DSP DVD - KW9-00632</strong></p><p><strong>Microsoft Windows 11 Home 64-Bit DSP DVD Software</strong></p><p>Microsoft Windows 11 Home DVD Single User License</p><p><strong>Bring Balance To Your Desktop</strong></p><p>Windows 11 has easy-to-use tools that can help you Optimize your Screen space and maximize your Productivity</p><p>Combine that with a Microsoft 365 Subscription and nothing will stop you from getting tasks done</p><p><strong>The Latest In PC Gaming Performance</strong></p><p>Play the latest Games with Graphics that rival reality</p><p>Play with players on Console</p><p>Play with the Peripherals that you love</p><p>When it comes to playing your way, Windows 11 makes it happen</p><p><strong>Microsoft Windows 11 Home Minimum Requirements</strong></p><p><strong>License Quantity</strong>: 1 License(s)</p><p><strong>Minimum Storage Drive Space</strong>: 64 GB</p><p><strong>Minimum RAM</strong>: 4096 GB</p><p><strong>Minimum Processor Speed</strong>: 1000 GHz</p><p><strong>Language Version</strong>: English</p><p><strong>Media Type</strong>: DVD</p><p><br></p>;Computers Laptops & Electronics > Software;MICROSOFT > SOFTWARE;;;;;MICROSOFT;simple;1;visible;0
